seq_name,nu
Q96M20_1_75,0.528
Q96M20_495_576,0.545
Q96M20_303_408,0.532
Q96M27_1_249,0.531
Q96M29_1_90,0.512
Q96M32_407_445,0.597
Q96M32_1_79,0.544
Q96M32_490_560,0.544
Q96M34_1_489,0.516
Q96M42_1_142,0.483
Q96M43_155_638,0.441
Q96M53_1_225,0.522
Q96M53_270_351,0.564
Q96M60_1_38,0.524
Q96M60_111_155,0.537
Q96M60_302_408,0.531
Q96M60_473_508,0.616
Q96M61_1_109,0.525
Q96M63_431_670,0.54
Q96M63_229_272,0.575
Q96M66_1_194,0.54
Q96M69_599_825,0.527
Q96M69_1_106,0.314
Q96M78_1_137,0.494
Q96M83_324_376,0.564
Q96M83_408_1385,0.498
Q96M83_1_281,0.516
Q96M85_1_177,0.506
Q96M86_1876_1965,0.544
Q96M86_813_926,0.526
Q96M86_589_682,0.516
Q96M86_125_301,0.514
Q96M86_1_64,0.555
Q96M86_2420_2459,0.526
Q96M86_2677_2815,0.396
Q96M86_3558_3670,0.535
Q96M86_2058_2088,0.561
Q96M86_1391_1425,0.568
Q96M86_2224_2280,0.562
Q96M86_4173_4206,0.551
Q96M86_4588_4638,0.558
Q96M89_318_372,0.542
Q96M89_1_177,0.516
Q96M91_302_335,0.559
Q96M93_159_210,0.547
Q96M93_1_87,0.543
Q96M95_1_48,0.531
Q96M96_1_207,0.54
Q96M98_201_259,0.544
Q96M98_1_42,0.567
Q96MA1_71_342,0.513
Q96MB7_309_349,0.583
Q96MC2_443_660,0.504
Q96MC2_1_67,0.515
Q96MC4_1_78,0.501
Q96MC4_136_332,0.518
Q96MC4_362_495,0.507
Q96MC5_1_45,0.555
Q96MC5_156_204,0.571
Q96MC6_392_490,0.524
Q96MC6_1_35,0.569
Q96MC9_1_270,0.49
Q96MD7_108_179,0.523
Q96ME1_667_805,0.484
Q96ME1_1_33,0.584
Q96ME1_423_477,0.534
Q96ME7_1_156,0.516
Q96ME7_304_383,0.54
Q96ME7_497_567,0.54
Q96MF0_1_132,0.51
Q96MF2_142_252,0.526
Q96MF2_1_83,0.446
Q96MF4_1_163,0.508
Q96MF6_1_82,0.538
Q96MF7_134_168,0.562
Q96MG2_1_113,0.517
Q96MG2_150_331,0.512
Q96MG7_1_78,0.525
Q96MG8_266_333,0.323
Q96MH2_1_97,0.484
Q96MH2_152_183,0.588
Q96MH6_1_31,0.571
Q96MH7_536_638,0.527
Q96MH7_149_236,0.553
Q96MH7_263_303,0.554
Q96MI9_283_501,0.506
Q96MI9_1053_1112,0.529
Q96MK2_1_73,0.568
Q96MK2_312_617,0.507
Q96MK3_31_92,0.546
Q96MM3_1_195,0.468
Q96MM6_258_301,0.537
Q96MM6_1_54,0.56
Q96MM7_527_605,0.538
Q96MM7_1_194,0.512
Q96MN9_1_271,0.491
Q96MP5_97_174,0.56
Q96MP5_583_696,0.509
Q96MP5_421_500,0.528
Q96MP8_196_226,0.57
Q96MP8_1_47,0.552
Q96MR6_772_807,0.561
Q96MR6_229_288,0.535
Q96MR6_1078_1250,0.516
Q96MR6_957_1003,0.563
Q96MR7_1_158,0.527
Q96MR9_672_713,0.557
Q96MR9_1_498,0.466
Q96MS0_860_1386,0.424
Q96MS0_1_63,0.521
Q96MT0_1_163,0.531
Q96MT1_571_663,0.555
Q96MT3_1_33,0.574
Q96MT3_312_831,0.39
Q96MT4_1_127,0.516
Q96MT7_1_111,0.542
Q96MT7_1482_1549,0.427
Q96MT7_1712_1854,0.512
Q96MT7_1049_1181,0.528
Q96MT7_707_740,0.567
Q96MT7_1273_1356,0.538
Q96MT8_291_336,0.562
Q96MT8_530_663,0.504
Q96MU5_1_243,0.502
Q96MU6_1_353,0.511
Q96MU7_510_727,0.501
Q96MU7_1_338,0.307
Q96MU8_324_473,0.517
Q96MV8_305_337,0.631
Q96MW1_123_170,0.533
Q96MW5_1_57,0.517
Q96MW5_546_612,0.565
Q96MW5_395_429,0.565
Q96MW7_543_591,0.553
Q96MW7_54_85,0.583
Q96MX0_1_35,0.54
Q96MX3_1_202,0.464
Q96MX3_497_546,0.552
Q96MX3_233_287,0.569
Q96MX3_376_455,0.553
Q96MY1_288_395,0.546
Q96MY1_1_178,0.549
Q96MY7_399_452,0.548
Q96MY7_1_178,0.469
Q96MY7_584_647,0.557
Q96MZ0_1_48,0.555
Q96MZ0_322_367,0.538
Q96MZ4_1_157,0.528
Q96N03_172_204,0.579
Q96N03_1_36,0.562
Q96N03_80_109,0.566
Q96N06_1_75,0.548
Q96N11_388_449,0.527
Q96N16_420_486,0.418
Q96N16_249_285,0.58
Q96N19_238_417,0.513
Q96N20_1_144,0.512
Q96N21_350_525,0.527
Q96N21_133_242,0.539
Q96N22_1_315,0.489
Q96N23_2661_2702,0.566
Q96N23_2759_2840,0.498
Q96N23_1_66,0.54
Q96N23_544_586,0.558
Q96N23_675_836,0.519
Q96N23_2867_3040,0.543
Q96N23_1226_1309,0.542
Q96N23_2332_2379,0.565
Q96N23_1367_1441,0.569
Q96N23_1503_1613,0.535
Q96N23_1046_1075,0.55
Q96N23_2218_2266,0.551
Q96N23_1818_1855,0.559
Q96N35_1_136,0.514
Q96N38_499_554,0.567
Q96N38_1_172,0.523
Q96N46_457_770,0.47
Q96N46_24_95,0.537
Q96N53_1_147,0.551
Q96N58_1_271,0.519
Q96N64_1_159,0.566
Q96N64_195_636,0.507
Q96N67_147_208,0.536
Q96N67_1375_1466,0.55
Q96N67_405_467,0.528
Q96N67_1_68,0.512
Q96N67_2107_2140,0.564
Q96N67_1132_1175,0.57
Q96N67_848_989,0.526
Q96N67_1253_1323,0.537
Q96N68_1_121,0.52
Q96N77_1_438,0.425
Q96N95_121_258,0.522
Q96N95_1_56,0.505
Q96N96_200_234,0.54
Q96N96_582_652,0.552
Q96N96_1_150,0.452
Q96NA2_308_401,0.574
Q96NA2_179_244,0.541
Q96NA8_1_125,0.548
Q96NA8_215_259,0.577
Q96NA8_365_471,0.557
Q96NB1_109_174,0.533
Q96NB3_83_257,0.535
Q96NC0_1_64,0.564
Q96ND0_1_124,0.513
Q96ND8_55_216,0.518
Q96NE9_349_622,0.477
Q96NG3_140_192,0.56
Q96NG3_511_672,0.533
Q96NG5_1_156,0.507
Q96NG8_442_517,0.541
Q96NG8_1_202,0.495
Q96NH3_127_190,0.544
Q96NI6_376_432,0.564
Q96NI6_503_719,0.51
Q96NI8_62_223,0.518
Q96NJ1_1_140,0.517
Q96NJ3_1_328,0.488
Q96NJ3_559_590,0.575
Q96NJ6_1_137,0.551
Q96NK8_1_80,0.496
Q96NK8_182_337,0.494
Q96NL0_216_266,0.562
Q96NL0_358_473,0.517
Q96NL0_79_109,0.527
Q96NL1_1_222,0.53
Q96NL1_256_305,0.489
Q96NL3_1_204,0.517
Q96NL6_1_64,0.526
Q96NL6_390_449,0.551
Q96NL6_100_138,0.585
Q96NL8_1_102,0.522
Q96NM4_1_254,0.495
Q96NM4_297_488,0.518
Q96NN9_1_67,0.541
Q96NR2_1_134,0.521
Q96NR3_847_888,0.505
Q96NR3_453_483,0.532
Q96NR7_1_200,0.52
Q96NS5_1_53,0.537
Q96NS8_1_147,0.503
Q96NT0_82_120,0.553
Q96NT1_128_182,0.642
Q96NT1_1_63,0.593
Q96NU0_1195_1288,0.524
Q96NU0_1_33,0.557
Q96NU1_1_540,0.481
Q96NU1_605_681,0.534
Q96NW4_888_1050,0.516
Q96NW4_611_734,0.507
Q96NW4_352_448,0.535
Q96NW4_1_148,0.515
Q96NW7_426_1453,0.498
Q96NX5_301_476,0.534
Q96NX9_167_454,0.53
Q96NX9_550_599,0.562
Q96NX9_1_69,0.545
Q96NY7_1_492,0.55
Q96NY8_388_510,0.537
Q96NY9_82_266,0.516
Q96NZ1_308_517,0.532
Q96NZ1_1_189,0.519
Q96NZ8_283_312,0.586
Q96NZ8_151_187,0.576
Q96NZ8_1_44,0.538
Q96NZ9_1_151,0.512
Q96P09_84_120,0.552
Q96P16_126_167,0.53
Q96P20_676_734,0.52
Q96P20_87_139,0.493
Q96P20_438_561,0.506
Q96P26_1_279,0.49
Q96P31_564_734,0.495
Q96P44_423_957,0.521
Q96P47_254_374,0.548
Q96P47_842_875,0.566
Q96P47_422_574,0.536
Q96P47_1_35,0.559
Q96P48_62_336,0.503
Q96P48_1398_1450,0.539
Q96P48_1301_1339,0.548
Q96P50_362_408,0.554
Q96P50_514_671,0.278
Q96P50_794_834,0.582
Q96P56_371_502,0.543
Q96P56_1_90,0.522
Q96P63_63_92,0.587
Q96P64_1_265,0.512
Q96P64_313_389,0.549
Q96P65_346_431,0.51
Q96P66_248_398,0.534
Q96P66_467_508,0.557
Q96P69_315_363,0.549
Q96P70_930_993,0.621
Q96P71_169_291,0.509
Q96P71_1_47,0.541
Q96P88_140_292,0.501
Q96PB1_334_365,0.564
Q96PB7_1_85,0.534
Q96PC2_335_367,0.572
Q96PC2_83_180,0.539
Q96PC5_110_737,0.538
Q96PC5_1105_1412,0.489
Q96PC5_878_926,0.498
Q96PD2_456_775,0.494
Q96PD2_1_69,0.51
Q96PD5_138_211,0.566
Q96PD5_1_78,0.53
Q96PD7_1_57,0.549
Q96PE1_1079_1338,0.52
Q96PE1_559_657,0.53
Q96PE1_1_58,0.548
Q96PE1_947_1018,0.526
Q96PE2_1_1069,0.472
Q96PE2_1966_2063,0.524
Q96PE2_1316_1355,0.565
Q96PE2_1550_1747,0.546
Q96PE3_475_629,0.546
Q96PE3_167_216,0.532
Q96PE3_1_44,0.517
Q96PE5_1_141,0.514
Q96PE6_55_174,0.53
Q96PE7_1_34,0.582
Q96PF2_274_358,0.55
Q96PG1_1_132,0.492
Q96PG2_1_48,0.57
Q96PG2_192_267,0.552
Q96PG8_1_261,0.524
Q96PH1_520_567,0.555
Q96PH1_100_144,0.558
Q96PH1_198_227,0.543
Q96PH6_57_123,0.565
Q96PI1_1_79,0.573
Q96PJ5_391_515,0.491
Q96PK6_145_669,0.491
Q96PL1_1_53,0.545
Q96PL2_271_329,0.531
Q96PL2_118_161,0.534
Q96PL5_1_43,0.539
Q96PL5_412_475,0.556
Q96PM9_1_61,0.543
Q96PM9_112_198,0.56
Q96PM9_235_386,0.531
Q96PN6_751_805,0.553
Q96PN6_976_1037,0.543
Q96PN6_875_922,0.546
Q96PN7_1131_1200,0.571
Q96PN7_936_1086,0.495
Q96PN7_1_783,0.494
Q96PP4_107_275,0.517
Q96PP4_1_53,0.569
Q96PP8_553_586,0.564
Q96PP9_603_640,0.537
Q96PQ0_1060_1159,0.518
Q96PQ0_1_141,0.523
Q96PQ1_462_595,0.503
Q96PQ5_170_205,0.568
Q96PQ5_1_119,0.524
Q96PQ6_1_66,0.565
Q96PQ6_100_227,0.507
Q96PQ7_1_197,0.455
Q96PR1_162_211,0.479
Q96PR1_484_638,0.511
Q96PR1_35_103,0.551
Q96PS1_1_132,0.512
Q96PS6_1_74,0.509
Q96PT3_1_56,0.546
Q96PT4_1_56,0.55
Q96PU4_72_122,0.545
Q96PU4_150_211,0.527
Q96PU4_392_428,0.587
Q96PU4_636_691,0.559
Q96PU5_150_559,0.506
Q96PU8_201_341,0.523
Q96PU9_1_83,0.549
Q96PV0_725_1189,0.519
Q96PV0_1274_1343,0.535
Q96PV0_1_208,0.471
Q96PV0_362_401,0.554
Q96PV4_337_448,0.535
Q96PV4_112_164,0.539
Q96PV6_1_563,0.477
Q96PV6_764_800,0.57
Q96PV7_1_480,0.486
Q96PV7_573_849,0.506
Q96PX1_1_46,0.543
Q96PX1_329_679,0.518
Q96PX6_1_40,0.567
Q96PX6_177_553,0.517
Q96PX8_259_350,0.543
Q96PX8_576_696,0.489
Q96PX9_460_804,0.535
Q96PX9_1114_1271,0.546
Q96PX9_1_193,0.533
Q96PY0_1_264,0.503
Q96PY5_473_627,0.518
Q96PY5_661_695,0.573
Q96PY5_1004_1086,0.52
Q96PY5_145_210,0.518
Q96PY5_1_31,0.569
Q96PY6_639_1188,0.543
Q96PY6_269_363,0.559
Q96PY6_403_505,0.515
Q96PZ0_1_108,0.56
Q96PZ2_1_82,0.555
Q96PZ2_264_300,0.573
Q96PZ7_1_43,0.546
Q96PZ7_3458_3564,0.517
Q96PZ7_3321_3354,0.563
Q96PZ7_2664_2698,0.556
Q96PZ7_1738_1801,0.522
Q96PZ7_304_358,0.538
Q96Q04_417_1460,0.514
Q96Q04_1_134,0.527
Q96Q05_260_318,0.528
Q96Q05_797_856,0.531
Q96Q06_1_1357,0.53
Q96Q07_556_612,0.549
Q96Q15_1860_1929,0.568
Q96Q15_3041_3074,0.554
Q96Q15_2420_2542,0.524
Q96Q15_1_151,0.504
Q96Q15_1145_1181,0.57
Q96Q15_1667_1713,0.548
Q96Q15_1755_1784,0.571
Q96Q15_3509_3609,0.553
Q96Q35_404_445,0.569
Q96Q35_1_119,0.508
Q96Q40_1_104,0.517
Q96Q42_1436_1473,0.551
Q96Q42_222_519,0.513
Q96Q45_1_206,0.504
Q96Q80_206_235,0.593
Q96Q83_1_59,0.555
Q96Q89_1543_1820,0.53
Q96Q89_476_1451,0.534
Q96Q89_1_65,0.546
Q96Q89_217_266,0.562
Q96Q91_556_618,0.53
Q96Q91_169_221,0.556
Q96Q91_329_385,0.567
Q96Q91_928_983,0.599
Q96Q91_1_110,0.551
Q96QA5_62_95,0.598
Q96QA5_225_260,0.582
Q96QA5_166_195,0.579
Q96QB1_1_451,0.527
Q96QB1_508_1073,0.451
Q96QC0_149_940,0.489
Q96QD5_1_42,0.571
Q96QD5_123_259,0.515
Q96QD8_245_283,0.572
Q96QD8_1_73,0.533
Q96QD9_1_318,0.557
Q96QE2_605_648,0.573
Q96QE2_1_76,0.535
Q96QE3_1404_1844,0.483
Q96QE3_1_1057,0.511
Q96QE3_1089_1127,0.573
Q96QE3_1169_1304,0.527
Q96QE4_1_524,0.536
Q96QE4_772_947,0.547
Q96QE5_1_64,0.539
Q96QF0_1_162,0.52
Q96QF0_261_302,0.551
Q96QF7_1_488,0.387
Q96QH2_1_563,0.514
Q96QI5_1_84,0.555
Q96QK8_1_99,0.525
Q96QP1_456_970,0.527
Q96QR1_1_104,0.548
Q96QR8_1_35,0.581
Q96QR8_145_223,0.508
Q96QS1_227_320,0.522
Q96QS3_1_326,0.41
Q96QS3_389_562,0.521
Q96QS6_339_385,0.545
Q96QS6_1_44,0.556
Q96QT4_1820_1865,0.567
Q96QT4_1248_1591,0.516
Q96QT4_780_846,0.508
Q96QT4_533_619,0.526
Q96QT4_1_85,0.518
Q96QT6_1_59,0.529
Q96QT6_105_269,0.453
Q96QT6_338_798,0.516
Q96QT6_885_1004,0.532
Q96QU1_1347_1955,0.511
Q96QU1_1_52,0.52
Q96QU4_237_278,0.584
Q96QU4_1_168,0.528
Q96QU6_1_66,0.548
Q96QU8_195_233,0.566
Q96QU8_279_315,0.562
Q96QV1_1_106,0.513
Q96QV1_174_214,0.541
Q96QZ7_1235_1491,0.532
Q96QZ7_1088_1154,0.543
Q96QZ7_920_1042,0.547
Q96QZ7_715_844,0.535
Q96QZ7_556_650,0.562
Q96QZ7_197_464,0.517
Q96R06_869_980,0.546
Q96R06_1_501,0.528
Q96R28_255_347,0.494
Q96R30_261_315,0.55
Q96R45_255_310,0.531
Q96R72_227_315,0.537
Q96RD3_263_313,0.52
Q96RD6_315_677,0.479
Q96RD6_1_49,0.569
Q96RD6_169_208,0.564
Q96RD7_358_426,0.563
Q96RD7_156_199,0.569
Q96RD9_829_977,0.506
Q96RE7_467_527,0.488
Q96RE7_114_347,0.524
Q96RE9_1_273,0.498
Q96RF0_536_628,0.513
Q96RF0_56_237,0.477
Q96RG2_301_996,0.513
Q96RG2_1_220,0.495
Q96RG2_1264_1323,0.557
Q96RI0_350_385,0.567
Q96RI0_1_56,0.507
Q96RI1_1_137,0.519
Q96RI1_208_263,0.543
Q96RJ3_111_184,0.573
Q96RJ3_1_80,0.515
Q96RJ6_1_92,0.522
Q96RK0_1_200,0.518
Q96RK0_1521_1608,0.56
Q96RK0_268_1464,0.533
Q96RK1_1_130,0.533
Q96RK4_421_519,0.529
Q96RK4_1_36,0.58
Q96RL1_120_283,0.511
Q96RL1_320_558,0.548
Q96RL1_1_65,0.495
Q96RL1_587_719,0.515
Q96RL6_1_35,0.559
Q96RL6_537_698,0.493
Q96RL7_1521_1557,0.571
Q96RL7_1665_1722,0.575
Q96RL7_1335_1397,0.538
Q96RL7_2676_3041,0.516
Q96RL7_790_883,0.515
Q96RL7_1805_1834,0.536
Q96RL7_1007_1052,0.571
Q96RL7_407_485,0.533
Q96RL7_609_649,0.56
Q96RL7_112_150,0.577
Q96RN1_1_70,0.538
Q96RN1_794_970,0.519
Q96RN1_584_725,0.527
Q96RN5_590_681,0.543
Q96RN5_71_532,0.517
Q96RP3_1_72,0.545
Q96RP7_219_286,0.541
Q96RP7_1_62,0.541
Q96RP8_404_456,0.59
Q96RP8_168_206,0.54
Q96RP9_1_48,0.579
Q96RQ1_344_377,0.516
Q96RQ3_1_50,0.555
Q96RQ9_505_567,0.551
Q96RQ9_1_30,0.579
Q96RR1_1_152,0.439
Q96RR1_626_684,0.572
Q96RR4_467_588,0.506
Q96RR4_1_153,0.512
Q96RS0_37_199,0.493
Q96RS0_257_637,0.521
Q96RS6_254_283,0.579
Q96RS6_378_411,0.597
Q96RT1_429_1328,0.525
Q96RT6_467_745,0.487
Q96RT6_243_285,0.524
Q96RT7_1_322,0.498
Q96RT7_789_1482,0.524
Q96RT8_502_691,0.514
Q96RT8_840_883,0.564
Q96RT8_115_246,0.549
Q96RT8_331_362,0.555
Q96RU2_696_768,0.573
Q96RU2_452_532,0.558
Q96RU2_1_156,0.509
Q96RU3_287_404,0.549
Q96RU3_482_550,0.551
Q96RU7_315_358,0.559
Q96RU7_1_67,0.558
Q96RU8_1_94,0.528
Q96RV3_1463_1552,0.529
Q96RV3_82_990,0.5
Q96RV3_2024_2254,0.525
Q96RW7_4559_4855,0.475
Q96RW7_1819_1849,0.577
Q96RW7_1_49,0.548
Q96RW7_2760_2798,0.568
Q96RW7_5344_5433,0.512
Q96RY5_1_171,0.514
Q96RY5_370_675,0.53
Q96RY5_718_1269,0.456
Q96RY7_1416_1462,0.567
Q96RY7_1117_1176,0.553
Q96RY7_727_763,0.512
Q96RY7_612_699,0.527
Q96RY7_166_208,0.561
Q96S06_1_44,0.555
Q96S07_1_402,0.535
Q96S15_454_630,0.536
Q96S15_355_400,0.552
Q96S16_1_30,0.536
Q96S21_220_281,0.564
Q96S38_126_241,0.535
Q96S38_298_334,0.548
Q96S38_415_894,0.539
Q96S42_1_52,0.539
Q96S42_182_240,0.512
Q96S53_325_571,0.485
Q96S53_1_52,0.513
Q96S55_1_223,0.492
Q96S59_1_141,0.548
Q96S59_459_612,0.504
Q96S65_304_589,0.572
Q96S65_1_79,0.511
Q96S66_351_551,0.514
Q96S66_1_278,0.471
Q96S82_186_328,0.525
Q96S86_1_49,0.528
Q96S90_88_227,0.523
Q96S94_313_520,0.579
Q96S94_1_47,0.567
Q96S95_1_40,0.566
Q96S97_1_32,0.554
Q96S99_225_279,0.547
Q96SA4_293_379,0.541
Q96SA4_1_92,0.52
Q96SB3_1_426,0.464
Q96SB3_607_665,0.63
Q96SB4_1_59,0.182
Q96SB4_238_478,0.486
Q96SB8_1061_1091,0.533
Q96SB8_1_50,0.507
Q96SC8_351_542,0.538
Q96SC8_138_316,0.538
Q96SC8_1_61,0.574
Q96SD1_365_692,0.514
Q96SE7_793_839,0.551
Q96SE7_1_275,0.5
Q96SF2_519_557,0.574
Q96SF2_1_36,0.579
Q96SF7_1_108,0.509
Q96SF7_310_602,0.495
Q96SI1_1_42,0.582
Q96SI9_573_672,0.54
Q96SI9_451_511,0.572
Q96SI9_330_391,0.543
Q96SI9_51_83,0.563
Q96SK2_91_319,0.507
Q96SK3_331_374,0.572
Q96SK3_54_153,0.521
Q96SL1_1_48,0.545
Q96SL8_111_420,0.513
Q96SL8_1_32,0.568
Q96SM3_1_118,0.532
Q96SN7_1_31,0.566
Q96SN8_223_281,0.568
Q96SN8_492_560,0.548
Q96SN8_619_1207,0.533
Q96SN8_1309_1450,0.513
Q96SN8_1562_1824,0.503
Q96SN8_1_68,0.563
Q96SQ5_1_248,0.501
Q96SQ7_1_217,0.533
Q96SR6_1_300,0.494
Q96ST2_1_542,0.557
Q96ST2_700_819,0.529
Q96ST3_1087_1175,0.474
Q96ST3_519_554,0.558
Q96ST3_374_467,0.538
Q96ST3_195_311,0.537
Q96ST3_1_129,0.537
Q96ST3_829_875,0.473
Q96ST8_1_240,0.438
Q96ST8_727_783,0.55
Q96ST8_328_368,0.555
Q96SU4_179_379,0.54
Q96SW2_1_45,0.57
Q96SY0_272_310,0.552
Q96SZ4_1_304,0.505
Q96SZ4_389_468,0.551
Q96SZ5_1_46,0.542
Q96SZ6_1_95,0.507
Q96T17_552_732,0.524
Q96T17_148_399,0.533
Q96T17_1_50,0.551
Q96T21_784_854,0.553
Q96T21_1_626,0.504
Q96T23_210_894,0.541
Q96T23_975_1441,0.475
Q96T25_564_663,0.507
Q96T25_1_471,0.518
Q96T37_947_977,0.547
Q96T37_241_372,0.486
Q96T37_522_789,0.517
Q96T37_1_175,0.54
Q96T37_860_890,0.58
Q96T49_333_567,0.505
Q96T51_1_109,0.527
Q96T51_274_316,0.582
Q96T51_593_645,0.58
Q96T54_264_332,0.543
Q96T55_264_309,0.551
Q96T58_612_1516,0.49
Q96T58_79_337,0.495
Q96T59_1_188,0.442
Q96T60_107_145,0.516
Q96T68_52_149,0.546
Q96T68_400_638,0.538
Q96T75_36_97,0.538
Q96T83_1_158,0.507
Q96T83_535_725,0.538
Q96T88_367_400,0.572
Q96T88_621_678,0.498
Q96T88_68_186,0.537
Q96T92_1_267,0.53
Q96T92_311_566,0.526
Q96TA0_610_734,0.506
Q96TA1_572_746,0.538
Q96TA2_1_335,0.488
Q96TC7_133_238,0.421
Q96TC7_1_87,0.521
Q99062_639_836,0.517
Q99075_1_105,0.522
Q99081_1_566,0.514
Q99081_643_682,0.57
Q99217_1_191,0.503
Q99218_1_206,0.506
Q99250_977_1184,0.498
Q99250_1865_2005,0.546
Q99250_279_319,0.558
Q99250_1_64,0.548
Q99250_444_740,0.5
Q99259_1_94,0.517
Q99435_1_31,0.549
Q99439_169_309,0.518
Q99440_1_93,0.526
Q99442_97_173,0.58
Q99442_269_399,0.584
Q99447_154_193,0.553
Q99453_1_96,0.528
Q99453_168_314,0.533
Q99456_432_494,0.56
Q99456_1_129,0.51
Q99457_164_307,0.542
Q99457_1_97,0.4
Q99459_230_613,0.517
Q99460_917_953,0.663
Q99460_261_327,0.542
Q99460_832_880,0.549
Q99463_1_32,0.577
Q99466_1813_2003,0.514
Q99467_1_30,0.552
Q99469_1_115,0.52
Q99469_159_287,0.508
Q99490_1147_1192,0.539
Q99490_731_879,0.532
Q99490_574_683,0.525
Q99490_1_407,0.544
Q99496_152_231,0.526
Q99500_312_378,0.553
Q99501_269_681,0.503
Q99501_172_211,0.575
Q99502_1_316,0.471
Q99504_1_301,0.54
Q99519_1_51,0.523
Q99523_765_831,0.499
Q99523_1_92,0.51
Q99527_1_44,0.566
Q99536_1_44,0.589
Q99541_270_307,0.576
Q99541_400_437,0.577
Q99541_1_226,0.543
Q99542_470_508,0.561
Q99542_1_40,0.542
Q99542_255_288,0.556
Q99543_516_555,0.549
Q99549_743_860,0.501
Q99549_109_562,0.5
Q99549_1_66,0.6
Q99550_803_1109,0.512
Q99550_128_592,0.528
Q99550_1_76,0.546
Q99551_1_74,0.517
Q99558_1_338,0.525
Q99558_674_867,0.529
Q99567_1_62,0.53
Q99567_491_535,0.564
Q99569_1011_1192,0.479
Q99569_758_809,0.506
Q99569_65_524,0.493
Q99569_1_37,0.579
Q99570_796_972,0.533
Q99570_197_237,0.536
Q99570_1299_1328,0.584
Q99572_433_475,0.555
Q99575_915_947,0.527
Q99575_717_843,0.511
Q99575_349_407,0.557
Q99575_1_106,0.547
Q99576_1_47,0.556
Q99581_138_238,0.539
Q99581_1_45,0.547
Q99583_49_218,0.552
Q99583_316_582,0.53
Q99590_1_44,0.501
Q99590_97_1375,0.431
Q99592_484_522,0.544
Q99592_1_416,0.507
Q99593_1_40,0.557
Q99593_242_518,0.509
Q99594_122_213,0.532
Q99594_1_52,0.567
Q99595_138_171,0.551
Q99598_1_30,0.574
Q99607_1_210,0.448
Q99607_297_663,0.542
Q99608_289_321,0.561
Q99608_1_96,0.555
Q99612_1_197,0.532
Q99613_877_913,0.541
Q99613_511_550,0.556
Q99613_152_330,0.501
Q99613_1_55,0.528
Q99614_1_96,0.594
Q99615_457_494,0.529
Q99618_1_268,0.547
Q99624_1_67,0.553
Q99624_239_277,0.572
Q99626_265_313,0.564
Q99626_1_180,0.506
Q99627_164_209,0.545
Q99633_1_81,0.513
Q99633_129_165,0.601
Q99638_266_391,0.557
Q99640_399_499,0.538
Q99640_1_71,0.556
Q99645_1_116,0.563
Q99650_1_33,0.538
Q99650_766_979,0.514
Q99661_584_634,0.563
Q99661_62_197,0.54
Q99665_638_862,0.528
Q99666_746_1056,0.515
Q99666_1166_1353,0.532
Q99666_1467_1765,0.543
Q99674_143_318,0.566
Q99674_1_34,0.562
Q99675_229_276,0.576
Q99676_74_229,0.537
Q99676_1_36,0.58
Q99677_315_370,0.547
Q99677_1_32,0.528
Q99678_309_358,0.542
Q99678_1_36,0.564
Q99679_320_349,0.563
Q99680_1_38,0.545
Q99680_177_285,0.498
Q99680_388_433,0.566
Q99683_1_101,0.532
Q99683_217_256,0.536
Q99683_647_677,0.63
Q99683_936_1053,0.497
Q99683_1164_1249,0.52
Q99683_1277_1317,0.562
Q99684_1_262,0.513
Q99687_168_266,0.536
Q99687_326_375,0.543
Q99687_1_48,0.551
Q99689_1_208,0.588
Q99689_290_340,0.568
Q99697_150_317,0.508
Q99697_1_81,0.558
Q99698_996_1112,0.531
Q99698_1164_1271,0.575
Q99698_1393_1534,0.464
Q99698_3420_3462,0.56
Q99698_2559_2717,0.519
Q99698_2049_2304,0.492
Q99698_826_947,0.532
Q99698_636_692,0.561
Q99698_92_253,0.515
Q99700_1_260,0.532
Q99700_351_394,0.599
Q99700_467_1313,0.514
Q99704_253_481,0.532
Q99705_1_110,0.523
Q99706_227_377,0.516
Q99708_149_897,0.489
Q99712_1_30,0.584
Q99715_2729_3063,0.496
Q99715_2283_2316,0.582
Q99715_1169_1201,0.58
Q99715_104_139,0.586
Q99715_1_32,0.525
Q99717_145_260,0.551
Q99719_61_95,0.57
Q99719_316_369,0.551
Q99726_1_71,0.55
Q99726_194_238,0.562
Q99728_539_571,0.579
Q99728_105_426,0.502
Q99728_1_37,0.554
Q99729_1_65,0.571
Q99729_227_332,0.498
Q99732_1_79,0.544
Q99733_343_375,0.679
Q99733_1_42,0.56
Q99733_126_155,0.609
Q99741_404_443,0.571
Q99741_1_162,0.56
Q99742_1_41,0.552
Q99742_419_590,0.53
Q99742_200_253,0.557
Q99743_535_824,0.518
Q99743_362_503,0.56
Q99743_192_231,0.549
Q99747_277_312,0.465
Q99748_26_96,0.539
Q99750_1_246,0.53
Q99755_1_73,0.53
Q99755_337_562,0.476
Q99757_1_49,0.561
Q99758_831_901,0.551
Q99758_487_526,0.568
Q99759_1_48,0.54
Q99759_118_358,0.493
Q99766_1_40,0.557
Q99767_468_561,0.502
Q99767_1_364,0.521
Q99784_1_218,0.524
Q99788_319_373,0.538
Q99788_1_33,0.585
Q99795_261_319,0.574
Q99797_1_51,0.567
Q99798_1_32,0.59
Q99801_191_234,0.529
Q99801_1_121,0.54
Q99805_1_46,0.552
Q99807_1_42,0.558
Q99808_241_283,0.586
Q99811_1_103,0.529
Q99811_176_253,0.533
Q99814_360_870,0.525
